inTable$redshift,u,g,r,i,z
0.0659099,18.7219,17.71946,17.25454,16.92026,16.69724
0.09112335,19.20923,17.23683,16.25767,15.80185,15.46047
0.08981418,19.65792,18.07353,17.31542,16.90013,16.60523
0.08670475,20.30413,18.6384,17.72929,17.22181,16.83693
0.08902138,19.81661,17.66891,16.64832,16.20111,15.70559
0.07574981,20.40516,18.5231,17.5855,17.16325,16.84966
0.01061822,17.43554,16.45247,16.19881,16.08546,16.00044
0.08041289,18.94503,17.35865,16.50403,16.08417,15.78755
0.09459051,20.39288,18.12832,17.23025,16.8096,16.439
0.07154366,19.55365,17.97095,17.13023,16.701,16.38498
0.05182534,19.57267,17.47395,16.5216,16.03449,15.65826
0.03513019,18.926,17.33768,16.57035,16.12701,15.75555
0.08787808,19.90033,18.33454,17.69465,17.36164,17.16346
0.03646561,20.50599,18.82596,17.92204,17.43239,17.0537
0.05012231,19.54852,17.84239,16.87494,16.32368,15.86887
0.09382691,19.44675,17.63877,16.69474,16.27216,15.91462
0.07257448,19.97509,18.07501,17.36376,16.94423,16.62787
0.07683701,17.46046,16.31212,15.80473,15.47823,15.30606
0.05024124,18.57124,16.78177,15.94165,15.53867,15.22017
0.0560604,18.64801,17.20894,16.49236,16.13227,15.89249
0.09653098,19.84031,17.92363,17.12913,16.67611,16.33488
0.02962818,16.48828,14.6517,13.79715,13.36595,13.02918
0.09850121,19.9399,18.44728,17.63572,17.18586,16.85022
0.03763103,16.972,15.1566,14.32221,13.89594,13.56382
0.09213289,19.88871,17.97806,17.00574,16.40866,16.02097
0.06582045,19.36044,17.69973,16.89939,16.43789,16.01483
0.09458644,19.86616,18.20822,17.31249,16.89522,16.59004
0.0943963,19.60137,18.36322,17.76013,17.43665,17.23781
0.09178708,20.28104,18.3826,17.47742,17.00774,16.67687
0.06725175,18.37438,17.26073,16.7175,16.33681,16.11193
0.09601202,19.37577,18.12806,17.58702,17.23242,17.06472
0.02449671,16.659,14.90833,14.11178,13.72254,13.41169
0.04582767,18.13295,16.64452,15.93766,15.51417,15.28467
0.03788428,18.17933,17.19861,16.87759,16.66413,16.49925
0.09235569,19.87614,17.77364,16.77395,16.29679,15.91495
0.07843558,18.41965,16.4883,15.55895,15.13876,14.80381
0.08053789,19.42809,17.70234,16.8397,16.40029,16.05438
0.09719147,18.18412,16.30683,15.29365,14.86656,14.53501
0.08164295,20.16119,18.45035,17.54915,17.10705,16.77767
0.08754418,18.30984,16.45646,15.51074,15.08794,14.76145
0.01502652,18.03096,16.48974,16.08968,15.87001,15.78193
0.07478008,19.65855,17.66032,16.68981,16.2535,15.87877
0.07009289,18.27653,16.73283,15.94511,15.58838,15.25784
0.08744977,20.17027,18.35445,17.41872,17.03984,16.68956
0.04617728,16.98443,14.99705,14.08533,13.70241,13.33818
0.06020366,17.68052,16.48446,15.95967,15.63063,15.41075
0.02558831,19.80712,18.23409,17.54816,17.22803,16.98832
0.09782261,18.77747,16.74137,15.77064,15.35068,14.9929
0.04900265,18.43473,16.96738,16.22255,15.80343,15.45642
0.07588118,19.15875,17.88485,17.25105,16.9068,16.65786
0.04797587,18.30406,16.38898,15.48487,15.07509,14.74455
0.06656529,19.55224,17.80517,16.95014,16.564,16.24188
0.07535909,19.45148,17.47577,16.52262,16.08095,15.72322
0.06427238,19.12111,17.98302,17.55482,17.26111,17.11303
0.09163507,19.98972,18.60213,18.05405,17.76593,17.51383
0.07325917,20.67437,19.06517,18.22051,17.69041,17.44734
0.08573893,19.8532,18.27199,17.54214,17.08438,16.77505
0.05581579,20.01455,18.2698,17.46677,17.08348,16.8014
0.05392417,19.43735,18.21139,17.70574,17.44507,17.22622
0.07720987,19.00673,17.75314,17.11148,16.67449,16.39447
0.06708178,18.91834,17.01154,16.14233,15.74266,15.4034
0.08860564,18.96997,17.56996,16.8954,16.53945,16.28629
0.04942733,19.11167,17.2929,16.41099,15.95645,15.59664
0.04880402,17.78023,16.04782,15.2606,14.89919,14.61831
0.08864597,20.48042,18.14925,17.26468,16.87583,16.57785
0.04493672,20.73284,19.85518,19.62591,19.48435,19.48394
0.04141042,18.756,17.39344,16.73456,16.36854,16.15903
0.08949945,19.47452,18.00916,17.29736,16.89681,16.68339
0.05893217,19.52629,17.43027,16.57075,16.15919,15.84288
0.04142446,16.92523,15.92636,15.54404,15.28713,15.10011
0.02803166,17.7531,16.72656,16.20005,15.93854,15.74531
0.07000343,17.75447,16.34612,15.65387,15.27301,15.02192
0.03498069,19.86887,18.06864,17.27721,16.89019,16.56696
0.06444939,19.24532,17.35944,16.51254,16.12352,15.82556
0.06425584,19.06008,17.91296,17.52803,17.21539,17.12539
0.03203689,17.60967,15.73309,14.9286,14.54712,14.2602
0.01765772,17.91205,16.59222,16.0339,15.76009,15.54273
0.0919967,19.84552,17.8886,16.82628,16.33512,15.94788
0.03870906,17.72018,16.73406,16.34983,16.12359,16.06963
0.08451586,19.14312,18.0307,17.54284,17.22708,17.06775
0.09744617,20.06409,18.27065,17.28898,16.80732,16.44235
0.0813491,19.74318,18.20662,17.43934,16.99851,16.71316
0.07766667,17.50665,15.58189,14.67247,14.23673,13.93577
0.08139616,20.02725,18.23925,17.32009,16.91631,16.57547
0.06272811,18.53383,16.47691,15.50734,15.03672,14.69423
0.09259187,19.53346,17.68748,16.73215,16.23818,15.8736
0.05264913,19.44435,17.57872,16.70955,16.30757,15.98713
0.09368834,18.60027,17.74644,17.42728,17.13925,17.0764
0.07461502,18.85378,17.89108,17.38889,16.85979,16.7235
0.03672307,18.79138,16.85741,15.93645,15.45339,15.06539
0.076308,19.5194,18.22544,17.66099,17.30253,17.12944
0.05900257,18.88029,16.98277,16.12429,15.71247,15.39471
0.008318963,15.63358,15.11552,15.09784,15.05265,14.92933
0.0426434,19.49665,17.68544,16.84531,16.46845,16.12717
0.08992874,20.39985,18.52343,17.60517,17.20324,16.85923
0.05934753,18.41189,16.90556,16.23098,15.87513,15.60452
0.07386831,18.31216,16.8815,16.23607,15.84761,15.6222
0.06009164,18.62266,16.94433,16.19275,15.80015,15.52267
0.03910824,19.53673,17.88136,17.09002,16.68886,16.39929
0.02269566,18.32596,17.14691,16.71667,16.46952,16.52834
0.09529784,20.08689,18.14515,17.20094,16.78853,16.4463
0.02239534,17.93586,16.20437,15.4402,15.05791,14.76271
0.04284203,17.02693,15.14639,14.315,13.88705,13.61077
0.02486624,18.78954,17.8169,17.436,17.25293,17.17238
0.03901861,18.79086,16.97113,16.13699,15.74094,15.43032
0.06455883,19.84303,17.83842,16.93554,16.51003,16.23149
0.05751299,19.981,18.36356,17.66674,17.23393,16.89797
0.08054177,20.32632,19.4461,19.05256,18.69995,18.75625
0.06878319,19.94001,18.33954,17.5629,17.17692,16.91839
0.03217667,19.59995,18.411,17.87619,17.62178,17.46347
0.07947095,20.31808,18.16849,17.28094,16.85914,16.53634
0.07535789,20.07397,18.47296,17.63896,17.14778,16.79959
0.04621059,19.67649,17.82851,16.95465,16.47072,16.13514
0.09866749,20.06047,18.2412,17.30474,16.91019,16.59219
0.04540713,18.35429,17.4008,17.00873,16.70945,16.54735
0.04191901,18.77701,17.44104,16.85653,16.5061,16.28792
0.08497706,20.51713,18.48216,17.56486,17.11141,16.74062
0.05232514,18.75795,16.76914,15.81171,15.33794,14.95794
0.06397735,18.21717,16.89164,16.28471,15.95231,15.78817
0.07069907,17.30106,16.01807,15.45714,15.13632,14.89463
0.09271595,20.34026,18.54186,17.74211,17.40392,17.14122
0.0665586,19.45697,18.19872,17.69184,17.30091,17.1499
0.08102909,19.68595,18.02482,17.18135,16.72,16.37023
0.04593038,18.68988,17.20304,16.50988,16.12954,15.87955
0.07036036,18.31104,16.41514,15.51405,15.13061,14.78135
0.03160337,18.72512,17.69793,17.38038,17.18156,17.03084
0.08232299,19.77119,18.10291,17.32449,16.89559,16.63372
0.06908002,20.41031,18.47669,17.61136,17.21826,16.8811
0.08190197,17.33914,16.06034,15.43865,15.0444,14.82225
0.08297785,18.87551,16.92135,15.97331,15.53952,15.18656
0.09181451,19.37298,17.60777,16.64727,16.17013,15.80613
0.09701623,18.5216,17.44772,16.9368,16.57624,16.43288
0.07766019,19.29742,18.12938,17.65413,17.3255,17.18656
0.08239325,19.63649,18.28169,17.68866,17.35292,17.07326
0.03979071,18.76439,17.02341,16.2328,15.84103,15.56174
0.0715389,19.95342,18.51512,17.86714,17.45817,17.20569
0.08490495,18.01604,16.50658,15.79213,15.41225,15.14132
0.0238549,16.10288,14.23846,13.39597,12.94168,12.59058
0.02990845,18.33853,17.4943,17.20313,17.07717,16.99267
0.02603364,17.78527,16.00855,15.19892,14.79842,14.47742
0.03279183,19.28,17.59061,16.84833,16.47683,16.21576
0.06536002,17.81831,16.71563,16.27278,15.97905,15.81727
0.04464465,19.0193,17.84568,17.38826,17.11613,16.88288
0.09741501,19.25478,17.29515,16.27233,15.79422,15.3698
0.0761709,20.21621,18.40833,17.55457,17.15872,16.88446
0.08921546,20.35295,18.33083,17.19362,16.64208,16.16963
0.02952701,16.96387,15.56217,14.81775,14.42899,14.06843
0.07438975,19.81507,17.91891,17.02345,16.61626,16.30417
0.07850575,20.35097,18.76066,17.9754,17.62215,17.34614
0.03975835,18.51,17.40794,16.94826,16.69452,16.57679
0.08700715,19.2123,17.53653,16.69087,16.29004,15.97676
0.07035995,18.41403,16.53918,15.69423,15.3007,15.00889
0.07422495,18.53616,16.60972,15.70122,15.26169,14.93908
0.05309852,18.59483,17.23868,16.61317,16.27673,16.0457
0.03071807,20.44762,19.67744,19.18427,19.02469,18.78184
0.09533304,19.74934,17.84341,16.84248,16.40886,16.05575
0.05457906,18.40661,17.15118,16.54906,16.15994,15.90259
0.07694288,19.42117,18.19889,17.60606,17.26413,17.05928
0.08442596,19.61096,18.20872,17.43115,16.97553,16.64796
0.06584327,20.07451,18.33136,17.49307,17.09867,16.82475
0.08112451,18.88357,17.01912,16.09958,15.65096,15.30172
0.09798256,20.14114,18.27307,17.37913,16.9992,16.66084
0.07283325,18.46659,17.11682,16.47802,16.09619,15.82916
0.07741327,19.3591,17.21789,16.44699,15.95835,15.65132
0.01655244,16.96946,16.02675,15.81595,15.71463,15.6076
0.08561929,18.94396,17.64825,16.9677,16.56373,16.30572
0.08997513,19.30502,17.75758,16.93597,16.48772,16.14127
0.08759141,20.52537,18.52816,17.59847,17.22481,16.87682
0.09442797,19.49185,18.14935,17.39269,16.98643,16.69005
0.03342673,18.07698,17.06806,16.79427,16.62388,16.55863
0.06925098,18.67728,16.88296,16.02909,15.62321,15.29705
0.06624602,19.6564,17.85009,16.90459,16.45967,16.10328
0.06840045,19.63406,18.02576,17.11452,16.58423,16.17161
0.04558934,16.33908,14.39552,13.56872,13.18783,12.92089
0.09266157,19.41481,18.20677,17.62757,17.25282,17.09733
0.03741172,19.4369,18.21544,17.69913,17.42263,17.23164
0.05543213,19.31266,18.18578,17.62072,17.25041,16.98761
0.07977855,18.33374,16.57062,15.62684,15.15306,14.79991
0.03730441,18.37349,16.49903,16.02204,15.73222,15.57733
0.07989945,19.97976,18.05679,17.11029,16.67537,16.36737
0.07203778,19.3067,18.41717,18.06986,17.6738,17.59783
0.09784888,19.7893,17.91429,16.877,16.43882,16.08223
0.05680189,18.53796,16.86529,16.0285,15.64275,15.3453
0.07294545,19.75281,17.86274,17.0068,16.60588,16.30278
0.08431091,19.26574,17.81988,17.18355,16.81637,16.59209
0.0555036,18.49464,17.47584,17.17055,16.88018,16.74309
0.0854342,19.58708,17.61433,16.67766,16.24026,15.90487
0.08745897,18.41467,17.38127,16.91459,16.56269,16.3714
0.04954412,18.47266,16.99776,16.27858,15.84854,15.5494
0.08181051,19.39277,18.16783,17.65164,17.3262,17.18104
0.03830941,18.62827,17.07213,16.4057,16.06739,15.85761
0.07418562,19.8342,18.40911,17.79389,17.42131,17.2063
0.05840237,17.81769,16.48952,15.88482,15.56637,15.36153
0.07252558,20.77372,19.32165,18.59239,18.17026,17.9327
0.09933893,19.34605,17.76995,16.86113,16.3693,16.03172
0.09588636,19.66779,17.87043,16.81815,16.3356,16.00538
0.05510794,19.43314,17.67159,16.87522,16.51924,16.21952
0.06909231,19.17289,17.87023,17.18828,16.75398,16.44484
0.09278866,18.8783,17.61738,16.94845,16.58126,16.26488
0.05750813,20.0475,18.48499,17.74171,17.36672,17.10707
0.08735615,18.90648,17.69527,17.21587,16.89775,16.76759
0.08627971,19.34097,18.13936,17.59753,17.28881,17.07987
0.09605006,19.73822,17.93962,17.05037,16.59107,16.23458
0.05263246,19.65304,17.86954,17.10679,16.62229,16.30886
0.03671054,19.57982,18.32409,17.63843,17.25414,16.9769
0.07126129,19.56414,17.6337,16.73053,16.29019,15.95488
0.02647794,19.0579,17.43309,16.76049,16.41153,16.09754
0.08517322,20.35129,18.51113,17.59847,17.18683,16.89335
0.06822713,19.29946,17.30554,16.30038,15.79983,15.3943
0.08877766,19.83192,17.90262,16.96309,16.53738,16.20108
0.05570567,19.0809,17.18845,16.32271,15.92498,15.58547
0.08157078,19.29565,17.95053,17.19738,16.79221,16.46984
0.06349215,19.43284,17.59493,16.69986,16.27298,15.93532
0.07313236,19.77318,18.01982,17.20252,16.82532,16.56685
0.04161466,17.69802,15.82439,14.96052,14.52684,14.15031
0.06987068,19.68027,18.31322,17.55835,17.11035,16.81602
0.07796656,19.46788,17.96072,17.24839,16.83454,16.57375
0.06517055,17.84018,16.25494,15.49538,15.09598,14.83591
0.09545625,19.26675,17.34765,16.38118,15.93777,15.59236
0.08354282,19.90082,18.11372,17.28597,16.90796,16.61611
0.07037407,19.11867,18.06113,17.54665,17.17448,16.97884
0.09326966,20.09274,18.6545,17.79804,17.37429,17.03932
0.09543782,18.41017,16.57138,15.68571,15.26184,14.91221
0.09289084,19.12112,17.23073,16.27796,15.86906,15.55492
0.07472423,20.50383,18.50961,17.61547,17.19435,16.89683
0.05386571,18.12671,16.98168,16.43046,16.07446,15.84312
0.06861582,19.28297,17.97117,17.46705,17.18978,17.05204
0.03280512,17.92119,16.18076,15.39865,14.9314,14.5899
0.06328234,18.27571,16.8166,16.05145,15.66368,15.38875
0.08304413,19.10855,17.83488,17.19501,16.85328,16.65935
0.08639761,19.51142,17.89391,17.06761,16.64702,16.34108
0.0670248,19.80798,17.98348,17.1095,16.73023,16.4536
0.07572584,20.06147,18.07139,17.02267,16.50782,16.08616
0.06439525,18.05691,16.34951,15.58658,15.18846,14.89725
0.03722833,19.56115,17.85048,17.07662,16.70833,16.41424
0.08583764,18.90708,16.91576,15.96273,15.54829,15.21179
0.09274172,20.6336,18.81239,17.82726,17.39669,17.03189
0.09758827,19.71009,18.45654,17.80193,17.38692,17.11904
0.07202826,18.07206,16.97663,16.44596,16.06495,15.85826
0.05979321,18.58694,17.52946,17.11094,16.84318,16.63695
0.08066223,19.36302,17.41809,16.50485,16.08848,15.80434
0.01979601,18.16441,16.86241,16.3266,16.07013,15.84298
0.06358083,19.56854,17.73588,16.81462,16.37793,16.05111
0.04785681,17.16602,15.72446,15.1551,14.8187,14.57548
0.06833026,20.71227,18.89592,17.97747,17.55808,17.2673
0.06611684,19.76244,17.97128,17.01719,16.48645,16.08582
0.06098816,18.64978,16.69216,15.74584,15.2952,14.92794
0.03683203,16.84684,15.82834,15.46107,15.24339,15.11014
0.06375933,19.05023,17.57436,16.86537,16.43923,16.13052
0.0267448,16.83698,15.45615,14.87124,14.55497,14.29081
0.09331003,19.68564,18.30259,17.49566,17.09165,16.84206
0.05095989,18.2049,17.00619,16.52368,16.20278,15.97533
0.05724641,17.62712,16.55037,16.15214,15.85376,15.68298
0.03007322,18.46056,16.68344,15.83662,15.41733,15.10249
0.0798556,18.91377,17.63691,17.01485,16.69701,16.49194
0.05652495,18.04812,16.20763,15.2759,14.7532,14.39293
0.05687051,18.13228,16.96823,16.50455,16.19788,16.00962
0.04992341,18.93307,17.86657,17.38296,17.08006,16.89065
0.08735201,19.82207,17.67319,16.64646,16.18815,15.8293
0.02379279,19.00321,18.03697,17.77725,17.58218,17.53546
0.08818075,19.66072,18.18206,17.41749,16.97925,16.73495
0.08018544,19.94859,18.10216,17.23197,16.81475,16.48363
0.0784348,20.33239,18.47386,17.52146,17.09824,16.78651
0.0820552,19.74239,17.48368,16.47563,15.97027,15.54082
0.07305419,17.62988,16.4511,15.80179,15.3528,15.058
0.09193058,18.28748,16.32988,15.36723,14.93626,14.59189
0.08971129,21.31508,18.72707,17.80647,17.21268,16.79204
0.08671158,19.53499,17.73702,16.78111,16.31593,15.91477
0.07425502,19.4966,17.5712,16.59054,16.13301,15.78668
0.0457795,19.30663,17.88047,17.46913,17.21665,17.03894
0.06857266,19.49568,17.52287,16.64318,16.23032,15.90126
0.05451573,18.7777,17.57503,16.96614,16.55805,16.35111
0.0942197,19.40705,17.52182,16.57335,16.11766,15.76753
0.09330025,19.16451,17.40498,16.41156,15.90902,15.52796
0.05731146,20.39523,18.43546,17.55966,17.1327,16.85556
0.07479452,20.16424,18.40066,17.51279,17.05857,16.70123
0.06190142,19.76505,18.11438,17.34476,16.93958,16.64228
0.08310533,19.88247,17.96648,17.01181,16.56334,16.21848
0.05981078,18.07162,16.70424,16.14372,15.8231,15.6079
0.08456779,20.24258,18.6689,18.19338,17.91915,17.83748
0.07992403,19.46377,17.69055,16.8024,16.38435,16.06235
0.09026604,18.92968,17.68936,17.06326,16.73697,16.446
0.08017796,18.70204,16.75405,15.86848,15.45436,15.13482
0.0585794,17.77586,15.92841,15.03263,14.66322,14.35724
0.08499259,19.67844,18.14922,17.4502,17.06499,16.8301
0.05376112,18.11775,17.09359,16.82685,16.68512,16.69073
0.09256333,21.5451,19.90736,18.95971,18.40267,18.06283
0.09385498,21.67741,19.02106,17.78521,17.19356,16.72034
0.06685939,18.94402,17.3991,16.61373,16.16252,15.83749
0.08354345,19.39783,17.52234,16.58237,16.12066,15.78891
0.06675451,19.36364,17.95723,17.34407,16.99754,16.77898
0.07376212,19.8266,18.0791,17.27804,16.92574,16.64273
0.05933406,18.83474,16.82015,15.95067,15.54241,15.22316
0.0234529,16.53235,15.22065,14.67098,14.32117,14.12266
0.05072314,20.23511,18.26183,17.29448,16.78511,16.41446
0.06443515,19.17199,17.63264,17.07458,16.74541,16.58642
0.07952274,19.63553,17.71087,16.74559,16.28804,15.94258
0.05343052,19.33774,18.169,17.70266,17.41129,17.17469
0.07855909,18.97488,17.26055,16.46478,16.05469,15.74125
0.04383487,18.91245,17.02217,16.1691,15.75712,15.41053
0.08645627,19.71987,17.9527,17.12506,16.73226,16.43461
0.05886638,19.55511,17.85232,16.99191,16.60451,16.30233
0.09296969,19.82907,18.35963,17.62168,17.21873,16.91119
0.03805395,18.15473,16.67211,15.93882,15.49642,15.19118
0.07728662,19.31701,17.70431,16.79044,16.31645,15.96231
0.0198704,20.58907,19.35773,19.17052,19.05646,19.10863
0.0687477,19.88251,18.37561,17.54289,17.1663,16.8688
0.0797516,20.49722,19.61513,19.21128,18.81168,18.72668
0.08160264,19.24813,18.13749,17.54119,17.19056,16.95507
0.06535163,18.76923,18.01727,17.91737,17.56523,17.53813
0.08221159,20.36285,18.49148,17.59192,17.14733,16.84276
0.07227563,18.09266,16.66182,15.83806,15.33901,15.09657
0.04879902,18.22436,17.05908,16.6032,16.3888,16.18496
0.09504367,19.38279,17.48589,16.56239,16.16672,15.80479
0.0546501,18.66756,17.61314,17.1806,16.89378,16.67974
0.05688056,18.59243,17.60954,17.3284,17.10238,17.08214
0.08361467,20.15588,18.16446,17.19352,16.79787,16.46164
0.08848456,20.31095,18.55852,17.67041,17.26901,16.94044
0.04980019,18.45653,16.69598,15.8221,15.35557,14.9984
0.06078098,19.10739,17.81761,17.27378,16.93727,16.7702
0.06145383,17.91675,16.87131,16.50202,16.24761,16.09934
0.0786277,19.45038,18.07531,17.24658,16.7475,16.39747
0.09292956,20.06952,18.34751,17.40384,16.96069,16.65709
0.09299806,19.92588,18.03284,16.95113,16.43764,16.03355
0.04433409,19.64111,18.40163,17.88314,17.56759,17.27923
0.0448721,19.10394,17.1886,16.28216,15.86631,15.53619
0.08077901,19.65436,17.62742,16.65289,16.20621,15.81824
0.0819573,18.07262,16.38668,15.47926,15.01101,14.61869
0.09186111,20.19621,18.56743,17.73357,17.30622,16.94782
0.04774247,19.26058,17.9298,17.26893,16.93248,16.65084
0.09180661,20.29416,18.24712,17.26215,16.82706,16.4592
0.07576314,20.45732,18.56872,17.72795,17.35528,17.09465
0.07453769,19.10438,17.07568,16.07912,15.56338,15.18753
0.05708095,19.42368,18.5929,18.45588,18.32287,18.27957
0.09204304,20.49698,18.60184,17.64364,17.22836,16.87014
0.078476,20.25718,18.59197,17.68262,17.24099,16.93725
0.09646723,18.1812,16.42093,15.55976,15.14036,14.85443
0.06344568,18.5187,16.81879,16.02758,15.67492,15.36286
0.03031363,18.82521,17.57717,17.0728,16.80187,16.66301
0.07371985,19.15115,17.25124,16.38969,15.96599,15.62597
0.08178359,19.20478,18.08043,17.35987,16.91224,16.6559
0.0980055,18.82059,17.21624,16.34653,15.90042,15.56273
0.08047044,19.20729,17.56781,16.69454,16.23374,15.87911
0.05510959,18.10843,16.20897,15.35001,14.9397,14.61227
0.09385251,19.28755,18.21553,17.81385,17.53351,17.49128
0.05399342,18.52081,16.57516,15.70211,15.28394,14.95966
0.04172407,17.64845,15.81248,14.99213,14.58133,14.25557
0.0608494,18.90108,17.78276,17.25052,16.86907,16.65807
0.03517288,19.03582,17.84519,17.25155,16.91653,16.69506
0.08378655,18.21803,16.75062,16.03937,15.655,15.43172
0.07074279,19.26075,17.81619,17.39253,16.98678,16.89683
0.07746784,18.48638,17.57263,17.16983,16.87242,16.69728
0.03597651,19.0557,17.82629,17.25579,16.95726,16.68025
0.07732832,19.21309,17.22781,16.29291,15.86591,15.52015
0.06581728,19.22895,17.92982,17.37614,17.0485,16.85136
0.03419496,19.11723,17.44467,16.693,16.34071,16.04506
0.07109967,18.67001,16.7488,15.8588,15.46032,15.11628
0.09190354,19.90162,18.60209,17.8157,17.35763,17.05491
0.08362944,19.63114,17.66967,16.71998,16.29263,15.9578
0.07635418,18.17981,16.94025,16.33767,15.96259,15.72959
0.08249315,19.13227,17.99775,17.47259,17.15406,16.95861
0.09815297,20.71217,18.57471,17.57871,17.12802,16.78807
0.05047829,18.97284,17.12087,16.31821,15.94785,15.64558
0.04140495,18.83281,17.80066,17.4946,17.28107,17.20705
